pred_horizon_s,signal_thres,vol_thres,pnl_total,pnl_per_round,num_rounds,point_avg_c_up,point_avg_up_c_up,percentage_up_c_up,point_avg_down_c_up,percentage_down_c_up,num_rounds_up,point_avg_c_down,point_avg_down_c_down,percentage_down_c_down,point_avg_up_c_down,percentage_up_c_down,num_rounds_down
5,0.21,0.24,840120,88,9556,0.3,0.9,58.71,-0.68,33.91,4730,-0.29,-0.85,59.74,0.68,32.28,4826
10,0.21,0.24,849780,89,9556,0.31,1.21,55.03,-0.89,39.73,4730,-0.28,-1.14,56.82,0.96,37.96,4826
2,0.21,0.25,956242,105,9114,0.35,0.62,70.85,-0.45,19.71,4515,-0.35,-0.61,71.56,0.45,19.46,4599
5,0.21,0.25,799620,88,9114,0.3,0.9,58.67,-0.68,34.15,4515,-0.29,-0.86,59.51,0.69,32.49,4599
10,0.21,0.25,808590,89,9114,0.31,1.22,54.86,-0.9,39.78,4515,-0.28,-1.15,56.69,0.97,38.23,4599
2,0.21,0.26,920924,106,8705,0.36,0.63,70.75,-0.45,19.99,4307,-0.35,-0.61,71.58,0.46,19.4,4398
5,0.21,0.26,764850,88,8705,0.3,0.91,58.6,-0.69,34.55,4307,-0.29,-0.87,59.32,0.69,32.72,4398
10,0.21,0.26,774120,89,8705,0.31,1.22,54.98,-0.91,39.93,4307,-0.28,-1.16,56.59,0.98,38.47,4398
2,0.21,0.27,886890,107,8291,0.36,0.64,71.1,-0.45,19.89,4118,-0.35,-0.62,71.6,0.46,19.55,4173
5,0.21,0.27,731400,88,8291,0.3,0.92,58.77,-0.7,34.58,4118,-0.29,-0.88,59.17,0.7,32.95,4173
10,0.21,0.27,737070,89,8291,0.31,1.23,54.93,-0.92,39.9,4118,-0.28,-1.17,56.67,0.99,38.41,4173
2,0.21,0.28,844816,107,7871,0.36,0.64,71.05,-0.45,19.96,3903,-0.35,-0.62,71.65,0.46,19.91,3968
5,0.21,0.28,702330,89,7871,0.3,0.93,58.57,-0.7,34.67,3903,-0.29,-0.89,59.32,0.71,32.86,3968
10,0.21,0.28,701070,89,7871,0.31,1.25,54.75,-0.93,40.12,3903,-0.28,-1.18,56.75,1.01,38.38,3968
2,0.21,0.29,805719,108,7476,0.36,0.64,70.93,-0.46,20.19,3715,-0.35,-0.63,71.6,0.47,20.05,3761
5,0.21,0.29,669810,90,7476,0.3,0.94,58.36,-0.7,34.94,3715,-0.3,-0.9,59.53,0.72,32.78,3761
10,0.21,0.29,667350,89,7476,0.31,1.26,54.7,-0.94,40.38,3715,-0.29,-1.2,56.47,1.01,38.74,3761
2,0.21,0.3,771279,108,7120,0.36,0.65,70.88,-0.46,20.28,3540,-0.36,-0.63,71.87,0.47,19.83,3580
5,0.21,0.3,634290,89,7120,0.3,0.94,58.25,-0.71,35.25,3540,-0.3,-0.9,59.36,0.73,33.04,3580
10,0.21,0.3,634590,89,7120,0.31,1.27,54.77,-0.95,40.37,3540,-0.28,-1.22,56.12,1.02,39.11,3580
2,0.21,0.31,736974,109,6746,0.37,0.65,70.92,-0.46,20.17,3366,-0.36,-0.64,71.6,0.48,20.09,3380
5,0.21,0.31,605100,90,6746,0.3,0.95,58.35,-0.72,35.53,3366,-0.3,-0.91,59.38,0.73,33.05,3380
10,0.21,0.31,603030,89,6746,0.31,1.28,54.69,-0.96,40.58,3366,-0.28,-1.23,56.07,1.03,39.23,3380
2,0.21,0.32,701126,109,6405,0.37,0.66,70.88,-0.47,20.34,3201,-0.36,-0.64,71.32,0.48,20.47,3204
5,0.21,0.32,574410,90,6405,0.3,0.96,58.42,-0.73,35.55,3201,-0.3,-0.92,59.05,0.74,33.21,3204
10,0.21,0.32,577110,90,6405,0.32,1.29,55.08,-0.97,40.33,3201,-0.28,-1.24,55.96,1.05,39.45,3204
2,0.21,0.33,668816,110,6055,0.37,0.66,70.87,-0.47,20.54,3038,-0.36,-0.65,71.49,0.49,20.58,3017
5,0.21,0.33,540870,89,6055,0.3,0.97,58.16,-0.74,35.81,3038,-0.3,-0.93,59.03,0.76,33.48,3017
10,0.21,0.33,539730,89,6055,0.31,1.3,54.87,-0.99,40.55,3038,-0.28,-1.26,55.95,1.06,39.64,3017
2,0.21,0.34,637632,111,5726,0.38,0.67,70.89,-0.48,20.58,2872,-0.37,-0.65,71.55,0.49,20.67,2854
5,0.21,0.34,511590,89,5726,0.3,0.97,58.15,-0.74,35.83,2872,-0.3,-0.95,58.76,0.77,33.57,2854
10,0.21,0.34,510180,89,5726,0.31,1.3,55.05,-1,40.53,2872,-0.28,-1.28,55.68,1.08,39.94,2854
2,0.21,0.35,611794,112,5453,0.38,0.68,70.96,-0.48,20.55,2720,-0.37,-0.66,71.46,0.5,21,2733
5,0.21,0.35,490560,90,5453,0.3,0.99,57.9,-0.75,36.07,2720,-0.3,-0.96,58.73,0.78,33.59,2733
10,0.21,0.35,489570,90,5453,0.32,1.32,54.71,-1,40.85,2720,-0.28,-1.29,55.65,1.09,40.1,2733
2,0.21,0.36,581810,112,5175,0.38,0.68,70.85,-0.48,20.85,2566,-0.37,-0.66,71.64,0.5,21.04,2609
5,0.21,0.36,468750,91,5175,0.3,1,57.91,-0.75,36.28,2566,-0.3,-0.96,58.95,0.79,33.46,2609
10,0.21,0.36,473040,91,5175,0.32,1.34,54.64,-1.01,40.96,2566,-0.29,-1.31,56.04,1.11,39.82,2609
2,0.21,0.37,558200,113,4940,0.38,0.68,71.02,-0.49,20.78,2450,-0.37,-0.67,71.57,0.51,21.24,2490
5,0.21,0.37,442530,90,4940,0.3,1,57.84,-0.75,36.69,2450,-0.3,-0.96,58.67,0.79,33.82,2490
10,0.21,0.37,444240,90,4940,0.31,1.34,54.69,-1.01,41.18,2450,-0.29,-1.31,55.74,1.11,40.16,2490
2,0.21,0.38,527406,112,4695,0.38,0.69,70.44,-0.49,21.19,2331,-0.37,-0.68,71.19,0.51,21.83,2364
5,0.21,0.38,423570,90,4695,0.3,1.01,57.7,-0.76,36.77,2331,-0.3,-0.97,58.63,0.8,33.93,2364
10,0.21,0.38,422970,90,4695,0.32,1.35,54.74,-1.02,41.1,2331,-0.28,-1.32,55.84,1.13,40.06,2364
2,0.21,0.39,507396,113,4504,0.38,0.69,70.23,-0.5,21.43,2244,-0.37,-0.68,71.19,0.51,21.9,2260
5,0.21,0.39,406500,90,4504,0.3,1.02,57.35,-0.76,37.08,2244,-0.3,-0.98,58.72,0.81,33.89,2260
10,0.21,0.39,404040,90,4504,0.31,1.34,54.63,-1.03,41.22,2244,-0.29,-1.33,55.88,1.14,40.22,2260
2,0.22,0,1525376,97,15728,0.33,0.54,72.43,-0.39,16.95,7788,-0.32,-0.53,72.49,0.41,16.11,7940
5,0.22,0,1285470,82,15728,0.28,0.76,60.2,-0.59,31.14,7788,-0.27,-0.73,60.59,0.59,29.66,7940
10,0.22,0,1311270,83,15728,0.29,1.03,56.11,-0.77,36.85,7788,-0.26,-0.97,56.99,0.79,36.4,7940
2,0.22,0.01,1525106,97,15727,0.33,0.54,72.43,-0.39,16.95,7787,-0.32,-0.53,72.49,0.41,16.11,7940
5,0.22,0.01,1284990,82,15727,0.28,0.76,60.19,-0.59,31.14,7787,-0.27,-0.73,60.59,0.59,29.66,7940
10,0.22,0.01,1310550,83,15727,0.29,1.03,56.11,-0.77,36.86,7787,-0.26,-0.97,56.99,0.79,36.4,7940
2,0.22,0.02,1524206,97,15724,0.33,0.54,72.42,-0.39,16.95,7786,-0.32,-0.53,72.49,0.41,16.11,7938
5,0.22,0.02,1284270,82,15724,0.28,0.76,60.18,-0.59,31.15,7786,-0.27,-0.73,60.59,0.59,29.67,7938
10,0.22,0.02,1309830,83,15724,0.29,1.03,56.1,-0.77,36.86,7786,-0.26,-0.97,56.99,0.79,36.39,7938
2,0.22,0.03,1524356,97,15717,0.33,0.54,72.46,-0.39,16.92,7782,-0.32,-0.53,72.48,0.41,16.12,7935
5,0.22,0.03,1283670,82,15717,0.28,0.76,60.2,-0.59,31.12,7782,-0.27,-0.73,60.59,0.59,29.67,7935
10,0.22,0.03,1308810,83,15717,0.29,1.03,56.12,-0.77,36.85,7782,-0.26,-0.97,56.99,0.79,36.4,7935
2,0.22,0.04,1522976,97,15701,0.33,0.54,72.47,-0.39,16.94,7774,-0.32,-0.53,72.47,0.41,16.12,7927
5,0.22,0.04,1282680,82,15701,0.28,0.76,60.19,-0.59,31.14,7774,-0.27,-0.73,60.6,0.59,29.66,7927
10,0.22,0.04,1306260,83,15701,0.29,1.02,56.08,-0.77,36.89,7774,-0.26,-0.97,56.97,0.79,36.42,7927
2,0.22,0.05,1520606,97,15674,0.33,0.54,72.44,-0.39,16.97,7759,-0.32,-0.53,72.47,0.41,16.15,7915
5,0.22,0.05,1278390,82,15674,0.28,0.76,60.18,-0.59,31.18,7759,-0.27,-0.73,60.58,0.59,29.69,7915
10,0.22,0.05,1302690,83,15674,0.29,1.03,56.08,-0.77,36.89,7759,-0.26,-0.97,56.94,0.79,36.46,7915
2,0.22,0.06,1516826,97,15612,0.33,0.55,72.4,-0.39,17.03,7726,-0.32,-0.53,72.43,0.41,16.17,7886
5,0.22,0.06,1273590,82,15612,0.28,0.77,60.12,-0.59,31.27,7726,-0.27,-0.73,60.56,0.59,29.77,7886
10,0.22,0.06,1298100,83,15612,0.29,1.03,56.03,-0.77,36.97,7726,-0.26,-0.97,56.91,0.79,36.52,7886
2,0.22,0.07,1511216,97,15515,0.33,0.55,72.38,-0.39,17.08,7676,-0.32,-0.53,72.46,0.41,16.21,7839
5,0.22,0.07,1265340,82,15515,0.28,0.77,60.06,-0.59,31.37,7676,-0.27,-0.73,60.53,0.59,29.84,7839
10,0.22,0.07,1288230,83,15515,0.29,1.03,56.03,-0.77,37.05,7676,-0.26,-0.97,56.88,0.79,36.61,7839
2,0.22,0.08,1502786,98,15361,0.33,0.55,72.43,-0.39,17.13,7606,-0.32,-0.53,72.57,0.41,16.21,7755
5,0.22,0.08,1257990,82,15361,0.28,0.77,60.12,-0.59,31.38,7606,-0.27,-0.74,60.62,0.6,29.81,7755
10,0.22,0.08,1282890,84,15361,0.29,1.03,56.07,-0.78,37.05,7606,-0.26,-0.98,56.93,0.79,36.65,7755
2,0.22,0.09,1488266,98,15161,0.33,0.55,72.53,-0.39,17.16,7511,-0.32,-0.54,72.52,0.41,16.3,7650
5,0.22,0.09,1244760,82,15161,0.28,0.77,60.13,-0.59,31.49,7511,-0.27,-0.74,60.6,0.6,29.97,7650
10,0.22,0.09,1269000,84,15161,0.29,1.04,56.08,-0.78,37.17,7511,-0.27,-0.98,57.01,0.8,36.71,7650
2,0.22,0.1,1474076,99,14940,0.33,0.55,72.64,-0.39,17.22,7397,-0.32,-0.54,72.58,0.41,16.4,7543
5,0.22,0.1,1230210,82,14940,0.28,0.78,60.11,-0.6,31.59,7397,-0.27,-0.74,60.51,0.6,30.13,7543
10,0.22,0.1,1253250,84,14940,0.29,1.04,56.1,-0.78,37.19,7397,-0.27,-0.99,56.93,0.8,36.83,7543
2,0.22,0.11,1454156,99,14635,0.34,0.56,72.62,-0.39,17.3,7260,-0.33,-0.54,72.61,0.41,16.54,7375
5,0.22,0.11,1210590,83,14635,0.28,0.79,60.04,-0.6,31.74,7260,-0.27,-0.75,60.33,0.6,30.4,7375
10,0.22,0.11,1233690,84,14635,0.3,1.05,56.06,-0.79,37.31,7260,-0.27,-1,56.76,0.81,37.08,7375
2,0.22,0.12,1425956,100,14248,0.34,0.56,72.6,-0.4,17.32,7055,-0.33,-0.55,72.65,0.42,16.7,7193
5,0.22,0.12,1187010,83,14248,0.28,0.79,60.03,-0.6,31.88,7055,-0.27,-0.76,60.32,0.61,30.49,7193
10,0.22,0.12,1207890,85,14248,0.3,1.06,56.12,-0.79,37.52,7055,-0.27,-1.01,56.68,0.81,37.26,7193
2,0.22,0.13,1392229,100,13864,0.34,0.57,72.49,-0.4,17.52,6873,-0.33,-0.55,72.58,0.42,16.84,6991
5,0.22,0.13,1158930,84,13864,0.29,0.8,60.08,-0.61,32.01,6873,-0.27,-0.77,60.11,0.61,30.74,6991
10,0.22,0.13,1181190,85,13864,0.3,1.07,56.16,-0.8,37.54,6873,-0.27,-1.02,56.49,0.82,37.51,6991
2,0.22,0.14,1356934,101,13458,0.34,0.57,72.35,-0.4,17.74,6659,-0.33,-0.55,72.53,0.42,17.02,6799
5,0.22,0.14,1126470,84,13458,0.29,0.81,59.93,-0.61,32.17,6659,-0.27,-0.77,60.11,0.62,30.86,6799
10,0.22,0.14,1154610,86,13458,0.31,1.09,56.09,-0.81,37.65,6659,-0.27,-1.02,56.58,0.83,37.55,6799
2,0.22,0.15,1321384,102,13006,0.34,0.58,72.3,-0.4,17.94,6427,-0.33,-0.56,72.58,0.42,17.04,6579
5,0.22,0.15,1097190,84,13006,0.29,0.82,59.87,-0.62,32.3,6427,-0.27,-0.78,60.24,0.62,30.89,6579
10,0.22,0.15,1124580,86,13006,0.31,1.1,56.14,-0.81,37.79,6427,-0.27,-1.03,56.65,0.84,37.68,6579
2,0.22,0.16,1280127,102,12523,0.35,0.58,72.37,-0.41,17.98,6186,-0.33,-0.57,72.31,0.43,17.28,6337
5,0.22,0.16,1061730,85,12523,0.29,0.82,59.91,-0.63,32.38,6186,-0.28,-0.78,60.12,0.63,31.13,6337
10,0.22,0.16,1087740,87,12523,0.31,1.11,56.18,-0.82,37.96,6186,-0.27,-1.04,56.57,0.85,37.75,6337
2,0.22,0.17,1241600,103,12055,0.35,0.59,72.16,-0.41,18.22,5960,-0.34,-0.57,72.5,0.43,17.34,6095
5,0.22,0.17,1030380,85,12055,0.29,0.83,59.65,-0.63,32.65,5960,-0.28,-0.79,60.23,0.64,31.11,6095
10,0.22,0.17,1049520,87,12055,0.31,1.12,56.09,-0.83,38.14,5960,-0.27,-1.05,56.59,0.86,37.82,6095
2,0.22,0.18,1199736,104,11556,0.35,0.59,72.31,-0.41,18.21,5716,-0.34,-0.57,72.55,0.44,17.31,5840
5,0.22,0.18,994860,86,11556,0.29,0.84,59.62,-0.64,32.68,5716,-0.28,-0.8,60.31,0.64,31.32,5840
10,0.22,0.18,1017210,88,11556,0.32,1.13,56.05,-0.84,38.24,5716,-0.27,-1.06,56.82,0.88,37.65,5840
2,0.22,0.19,1157256,105,11057,0.35,0.6,72.21,-0.42,18.5,5469,-0.34,-0.58,72.76,0.44,17.5,5588
5,0.22,0.19,961680,87,11057,0.3,0.85,59.68,-0.65,32.78,5469,-0.28,-0.81,60.33,0.65,31.35,5588
10,0.22,0.19,980460,89,11057,0.32,1.15,56.19,-0.85,38.22,5469,-0.27,-1.07,56.59,0.88,37.88,5588
2,0.22,0.2,1117236,106,10557,0.36,0.6,72.48,-0.42,18.39,5226,-0.35,-0.59,72.63,0.44,17.78,5331
5,0.22,0.2,932700,88,10557,0.3,0.87,59.76,-0.66,32.84,5226,-0.29,-0.82,60.25,0.65,31.5,5331
10,0.22,0.2,954900,90,10557,0.33,1.17,56.16,-0.86,38.29,5226,-0.28,-1.09,56.71,0.9,37.82,5331
2,0.22,0.21,1068426,106,10062,0.36,0.61,72.32,-0.43,18.61,4982,-0.35,-0.59,72.5,0.45,18.05,5080
5,0.22,0.21,886680,88,10062,0.3,0.87,59.55,-0.67,33.1,4982,-0.29,-0.83,60.04,0.66,31.71,5080
10,0.22,0.21,906540,90,10062,0.32,1.17,55.88,-0.87,38.52,4982,-0.28,-1.1,56.75,0.91,37.74,5080
2,0.22,0.22,1027686,107,9584,0.36,0.62,72.12,-0.43,18.83,4752,-0.35,-0.6,72.64,0.45,18.15,4832
5,0.22,0.22,852690,89,9584,0.3,0.88,59.36,-0.67,33.29,4752,-0.29,-0.84,60.04,0.67,31.89,4832
10,0.22,0.22,871950,91,9584,0.32,1.19,55.74,-0.88,38.74,4752,-0.29,-1.12,56.85,0.93,37.81,4832
2,0.22,0.23,980669,108,9102,0.37,0.62,72.04,-0.44,18.99,4507,-0.35,-0.6,72.69,0.45,18.41,4595
5,0.22,0.23,821760,90,9102,0.31,0.89,59.44,-0.68,33.33,4507,-0.3,-0.85,60.17,0.68,31.8,4595
10,0.22,0.23,833400,92,9102,0.32,1.2,55.56,-0.89,38.94,4507,-0.29,-1.13,57.02,0.94,37.67,4595
2,0.22,0.24,942134,108,8701,0.37,0.63,71.94,-0.45,19.16,4295,-0.35,-0.6,72.61,0.46,18.52,4406
5,0.22,0.24,786420,90,8701,0.3,0.9,59.23,-0.69,33.57,4295,-0.3,-0.86,60.12,0.68,31.89,4406
10,0.22,0.24,794820,91,8701,0.32,1.21,55.41,-0.9,39.28,4295,-0.29,-1.14,57.15,0.96,37.52,4406
2,0.22,0.25,899880,108,8297,0.37,0.63,71.77,-0.45,19.22,4099,-0.36,-0.61,72.39,0.46,18.87,4198
5,0.22,0.25,748950,90,8297,0.3,0.91,59.16,-0.69,33.81,4099,-0.3,-0.87,59.93,0.69,32.09,4198
10,0.22,0.25,756570,91,8297,0.32,1.22,55.33,-0.91,39.25,4099,-0.29,-1.15,57.05,0.97,37.76,4198
2,0.22,0.26,867570,109,7934,0.37,0.64,71.6,-0.45,19.47,3919,-0.36,-0.61,72.43,0.46,18.83,4015
5,0.22,0.26,716970,90,7934,0.3,0.92,59.07,-0.7,34.24,3919,-0.3,-0.88,59.75,0.7,32.3,4015
10,0.22,0.26,726600,92,7934,0.32,1.23,55.42,-0.92,39.45,3919,-0.29,-1.17,56.94,0.98,38.01,4015
2,0.22,0.27,834796,110,7558,0.38,0.65,71.94,-0.46,19.4,3742,-0.36,-0.62,72.43,0.46,19.03,3816
5,0.22,0.27,685950,91,7558,0.31,0.92,59.22,-0.71,34.29,3742,-0.3,-0.89,59.67,0.71,32.47,3816
10,0.22,0.27,689010,91,7558,0.31,1.23,55.32,-0.93,39.47,3742,-0.29,-1.18,56.94,0.99,38.05,3816
2,0.22,0.28,794492,111,7162,0.38,0.65,71.89,-0.46,19.45,3543,-0.36,-0.62,72.51,0.46,19.37,3619
5,0.22,0.28,658140,92,7162,0.31,0.93,59.02,-0.71,34.38,3543,-0.3,-0.89,59.88,0.72,32.36,3619
10,0.22,0.28,655650,92,7162,0.32,1.25,55.18,-0.94,39.68,3543,-0.29,-1.18,57.06,1.01,37.99,3619
2,0.22,0.29,758724,111,6809,0.38,0.65,71.85,-0.46,19.63,3368,-0.36,-0.63,72.45,0.47,19.5,3441
5,0.22,0.29,627930,92,6809,0.31,0.94,58.82,-0.71,34.65,3368,-0.31,-0.9,60.04,0.72,32.35,3441
10,0.22,0.29,622440,91,6809,0.32,1.26,55.11,-0.95,39.96,3368,-0.29,-1.2,56.73,1.01,38.36,3441
2,0.22,0.3,726594,112,6483,0.38,0.66,71.82,-0.46,19.74,3212,-0.37,-0.63,72.79,0.48,19.2,3271
5,0.22,0.3,596970,92,6483,0.31,0.95,58.75,-0.72,34.93,3212,-0.31,-0.91,59.92,0.73,32.53,3271
10,0.22,0.3,592440,91,6483,0.32,1.28,55.14,-0.96,40.04,3212,-0.29,-1.22,56.44,1.03,38.67,3271
2,0.22,0.31,694120,113,6145,0.38,0.66,71.79,-0.47,19.7,3056,-0.37,-0.64,72.52,0.48,19.42,3089
5,0.22,0.31,570390,93,6145,0.31,0.96,58.8,-0.73,35.18,3056,-0.31,-0.92,60.02,0.74,32.44,3089
10,0.22,0.31,565110,92,6145,0.32,1.29,55.07,-0.97,40.15,3056,-0.29,-1.23,56.46,1.04,38.75,3089
2,0.22,0.32,660319,113,5828,0.39,0.67,71.84,-0.48,19.83,2905,-0.37,-0.64,72.29,0.48,19.81,2923
5,0.22,0.32,542910,93,5828,0.31,0.97,58.8,-0.73,35.28,2905,-0.31,-0.93,59.7,0.75,32.6,2923
10,0.22,0.32,542940,93,5828,0.33,1.3,55.42,-0.98,39.97,2905,-0.29,-1.24,56.35,1.05,39,2923
2,0.22,0.33,630859,115,5509,0.39,0.68,71.83,-0.48,20.01,2758,-0.37,-0.65,72.56,0.49,19.88,2751
5,0.22,0.33,511560,93,5509,0.31,0.98,58.52,-0.74,35.57,2758,-0.31,-0.94,59.69,0.76,32.86,2751
10,0.22,0.33,509430,92,5509,0.32,1.31,55.15,-0.99,40.25,2758,-0.29,-1.26,56.45,1.07,39.08,2751
2,0.22,0.34,600874,115,5209,0.39,0.68,71.8,-0.48,20.11,2606,-0.38,-0.66,72.65,0.5,19.94,2603
5,0.22,0.34,484140,93,5209,0.31,0.98,58.52,-0.76,35.57,2606,-0.31,-0.96,59.43,0.78,32.92,2603
10,0.22,0.34,481500,92,5209,0.32,1.31,55.33,-1,40.25,2606,-0.29,-1.28,56.17,1.08,39.42,2603
2,0.22,0.35,577077,116,4964,0.4,0.69,71.79,-0.49,20.07,2471,-0.38,-0.66,72.52,0.5,20.22,2493
5,0.22,0.35,464100,93,4964,0.31,1,58.24,-0.76,35.86,2471,-0.31,-0.96,59.41,0.79,32.97,2493
10,0.22,0.35,461280,93,4964,0.33,1.33,55.04,-1.01,40.55,2471,-0.29,-1.29,56.12,1.09,39.55,2493
2,0.22,0.36,549403,117,4709,0.4,0.69,71.7,-0.49,20.28,2332,-0.38,-0.67,72.74,0.51,20.24,2377
5,0.22,0.36,444570,94,4709,0.31,1.01,58.32,-0.76,35.98,2332,-0.32,-0.97,59.66,0.8,32.81,2377
10,0.22,0.36,446040,95,4709,0.33,1.35,55.06,-1.01,40.61,2332,-0.3,-1.31,56.5,1.11,39.29,2377
2,0.22,0.37,526873,117,4499,0.4,0.7,71.81,-0.5,20.2,2228,-0.38,-0.67,72.61,0.52,20.43,2271
5,0.22,0.37,419610,93,4499,0.31,1.01,58.17,-0.77,36.45,2228,-0.31,-0.97,59.45,0.8,33.16,2271
10,0.22,0.37,421770,94,4499,0.33,1.35,55.16,-1.02,40.75,2228,-0.3,-1.31,56.36,1.12,39.45,2271
2,0.22,0.38,497729,116,4278,0.39,0.7,71.25,-0.5,20.64,2122,-0.38,-0.68,72.22,0.52,21.06,2156
5,0.22,0.38,403440,94,4278,0.32,1.03,58.2,-0.77,36.38,2122,-0.31,-0.98,59.46,0.81,33.21,2156
10,0.22,0.38,403110,94,4278,0.33,1.36,55.23,-1.03,40.67,2122,-0.3,-1.32,56.45,1.14,39.33,2156
2,0.22,0.39,478439,117,4099,0.39,0.7,71.02,-0.5,20.9,2043,-0.38,-0.68,72.23,0.52,21.11,2056
5,0.22,0.39,386880,94,4099,0.31,1.03,57.81,-0.77,36.71,2043,-0.32,-0.99,59.58,0.81,33.17,2056
10,0.22,0.39,385350,94,4099,0.32,1.35,55.16,-1.03,40.77,2043,-0.3,-1.33,56.52,1.14,39.49,2056
2,0.23,0,1427923,101,14173,0.34,0.55,73.66,-0.39,16.31,7013,-0.33,-0.54,73.41,0.41,15.63,7160
5,0.23,0,1211490,85,14173,0.29,0.78,60.59,-0.59,30.9,7013,-0.28,-0.74,60.99,0.59,29.27,7160
10,0.23,0,1237440,87,14173,0.31,1.04,56.41,-0.77,36.53,7013,-0.28,-0.97,57.7,0.79,35.77,7160
2,0.23,0.01,1427653,101,14172,0.34,0.55,73.66,-0.39,16.31,7012,-0.33,-0.54,73.41,0.41,15.63,7160
5,0.23,0.01,1211010,85,14172,0.29,0.78,60.58,-0.59,30.9,7012,-0.28,-0.74,60.99,0.59,29.27,7160
10,0.23,0.01,1236720,87,14172,0.31,1.04,56.4,-0.77,36.54,7012,-0.28,-0.97,57.7,0.79,35.77,7160
2,0.23,0.02,1426753,101,14169,0.34,0.55,73.66,-0.39,16.32,7011,-0.33,-0.54,73.4,0.41,15.63,7158
5,0.23,0.02,1210290,85,14169,0.29,0.78,60.58,-0.59,30.91,7011,-0.28,-0.74,60.99,0.59,29.28,7158
10,0.23,0.02,1236000,87,14169,0.31,1.04,56.4,-0.77,36.54,7011,-0.28,-0.97,57.7,0.79,35.76,7158
2,0.23,0.03,1426903,101,14162,0.34,0.55,73.7,-0.39,16.28,7007,-0.33,-0.54,73.39,0.41,15.64,7155
5,0.23,0.03,1209690,85,14162,0.29,0.78,60.6,-0.59,30.88,7007,-0.28,-0.74,60.99,0.59,29.28,7155
10,0.23,0.03,1234980,87,14162,0.31,1.04,56.42,-0.77,36.53,7007,-0.28,-0.97,57.69,0.79,35.77,7155
2,0.23,0.04,1425553,101,14147,0.34,0.55,73.71,-0.39,16.3,6999,-0.33,-0.54,73.39,0.41,15.64,7148
5,0.23,0.04,1208730,85,14147,0.29,0.78,60.58,-0.59,30.9,6999,-0.28,-0.74,61.01,0.59,29.27,7148
10,0.23,0.04,1232430,87,14147,0.3,1.04,56.38,-0.77,36.58,6999,-0.28,-0.97,57.67,0.79,35.79,7148
2,0.23,0.05,1423513,101,14127,0.34,0.55,73.69,-0.39,16.33,6987,-0.33,-0.54,73.38,0.41,15.66,7140
5,0.23,0.05,1204710,85,14127,0.29,0.78,60.57,-0.59,30.94,6987,-0.28,-0.74,60.98,0.59,29.29,7140
10,0.23,0.05,1229220,87,14127,0.3,1.04,56.38,-0.77,36.57,6987,-0.28,-0.97,57.63,0.79,35.81,7140
2,0.23,0.06,1420033,101,14073,0.34,0.55,73.68,-0.39,16.38,6960,-0.33,-0.54,73.33,0.41,15.69,7113
5,0.23,0.06,1200300,85,14073,0.29,0.78,60.53,-0.59,31.02,6960,-0.28,-0.74,60.96,0.59,29.38,7113
10,0.23,0.06,1225230,87,14073,0.3,1.04,56.34,-0.77,36.64,6960,-0.28,-0.97,57.6,0.79,35.88,7113
2,0.23,0.07,1414333,101,13983,0.34,0.55,73.65,-0.39,16.43,6914,-0.33,-0.54,73.35,0.41,15.74,7069
5,0.23,0.07,1192020,85,13983,0.29,0.78,60.44,-0.59,31.14,6914,-0.28,-0.74,60.91,0.59,29.47,7069
10,0.23,0.07,1215000,87,13983,0.3,1.05,56.32,-0.78,36.75,6914,-0.28,-0.97,57.56,0.79,35.99,7069
2,0.23,0.08,1406233,102,13848,0.34,0.56,73.69,-0.39,16.51,6852,-0.33,-0.54,73.44,0.41,15.74,6996
5,0.23,0.08,1184970,86,13848,0.29,0.78,60.49,-0.59,31.16,6852,-0.28,-0.75,61.01,0.6,29.45,6996
10,0.23,0.08,1209480,87,13848,0.31,1.05,56.36,-0.78,36.76,6852,-0.28,-0.98,57.59,0.8,36.05,6996
2,0.23,0.09,1393393,102,13671,0.35,0.56,73.79,-0.39,16.52,6772,-0.33,-0.54,73.39,0.41,15.83,6899
5,0.23,0.09,1173090,86,13671,0.29,0.79,60.47,-0.59,31.29,6772,-0.28,-0.75,61.02,0.6,29.6,6899
10,0.23,0.09,1196610,88,13671,0.31,1.05,56.36,-0.78,36.9,6772,-0.28,-0.98,57.7,0.8,36.09,6899
2,0.23,0.1,1380763,102,13478,0.35,0.56,73.9,-0.39,16.59,6674,-0.34,-0.55,73.44,0.41,15.92,6804
5,0.23,0.1,1159980,86,13478,0.29,0.79,60.46,-0.59,31.41,6674,-0.28,-0.75,60.93,0.6,29.76,6804
10,0.23,0.1,1182480,88,13478,0.31,1.06,56.37,-0.79,36.9,6674,-0.28,-0.99,57.63,0.81,36.23,6804
2,0.23,0.11,1363243,103,13215,0.35,0.56,73.88,-0.39,16.67,6557,-0.34,-0.55,73.49,0.41,16.03,6658
5,0.23,0.11,1142580,86,13215,0.29,0.8,60.36,-0.6,31.58,6557,-0.28,-0.76,60.75,0.6,30.02,6658
10,0.23,0.11,1163940,88,13215,0.31,1.07,56.34,-0.79,37.03,6557,-0.28,-1,57.46,0.81,36.48,6658
2,0.23,0.12,1336843,104,12870,0.35,0.57,73.87,-0.4,16.65,6371,-0.34,-0.55,73.53,0.41,16.2,6499
5,0.23,0.12,1120680,87,12870,0.3,0.81,60.38,-0.6,31.72,6371,-0.28,-0.77,60.75,0.61,30.13,6499
