pred_horizon_s,signal_thres,vol_thres,point_per_round,pnl_total,pnl_per_round,num_rounds,point_avg_c_up,point_avg_up_c_up,percentage_up_c_up,point_avg_down_c_up,percentage_down_c_up,num_rounds_up,point_avg_c_down,point_avg_down_c_down,percentage_down_c_down,point_avg_up_c_down,percentage_up_c_down,num_rounds_down
10,0.35,0.35,0.5032,10430,111,94,0.402,1.1063,62.7451,-0.9933,29.4118,51,-0.6233,-1.0767,69.7674,0.6111,20.9302,43
2,0.35,0.36,0.4986,9643,110,88,0.4271,0.5958,80.4348,-0.6,8.6957,46,-0.577,-0.6658,88.0952,0.2,4.7619,42
5,0.35,0.36,0.3511,5750,65,88,0.1761,0.6923,56.5217,-0.66,32.6087,46,-0.5429,-0.8467,71.4286,0.4333,14.2857,42
10,0.35,0.36,0.4909,9440,107,88,0.3739,0.9967,65.2174,-1.0583,26.087,46,-0.619,-1.0862,69.0476,0.6111,21.4286,42
2,0.35,0.37,0.5016,9060,110,82,0.4119,0.5794,80.9524,-0.6,9.5238,42,-0.5958,-0.6731,90,0.2,5,40
5,0.35,0.37,0.3366,5000,61,82,0.1119,0.6636,52.381,-0.66,35.7143,42,-0.5725,-0.8467,75,0.5,12.5,40
10,0.35,0.37,0.4622,8090,99,82,0.2714,0.9269,61.9048,-1.0583,28.5714,42,-0.6625,-1.1179,70,0.6,20,40
2,0.35,0.38,0.5189,8790,116,76,0.4225,0.5848,82.5,-0.6,10,40,-0.6259,-0.7167,88.8889,0.2,5.5556,36
5,0.35,0.38,0.3382,4670,61,76,0.105,0.705,50,-0.66,37.5,40,-0.5972,-0.8429,77.7778,0.525,11.1111,36
10,0.35,0.38,0.4566,7370,97,76,0.27,0.94,62.5,-1.0583,30,40,-0.6639,-1.124,69.4444,0.6,19.4444,36
2,0.35,0.39,0.5196,8460,116,73,0.4237,0.5968,81.5789,-0.6,10.5263,38,-0.6238,-0.7172,88.5714,0.2,5.7143,35
5,0.35,0.39,0.3438,4610,63,73,0.1158,0.7316,50,-0.6786,36.8421,38,-0.5914,-0.8444,77.1429,0.525,11.4286,35
10,0.35,0.39,0.4329,6560,90,73,0.2447,0.9565,60.5263,-1.0583,31.5789,38,-0.6371,-1.1042,68.5714,0.6,20,35
2,0.36,0.05,0.4045,53763,81,661,0.3945,0.4943,84.3558,-0.3042,7.362,326,-0.4141,-0.4854,87.7612,0.2353,5.0746,335
5,0.36,0.05,0.3234,37700,57,661,0.3276,0.5982,69.3252,-0.4438,19.6319,326,-0.3194,-0.554,70.1493,0.407,17.0149,335
10,0.36,0.05,0.3728,47480,72,661,0.4034,0.837,66.2577,-0.6162,24.5399,326,-0.343,-0.6813,67.1642,0.48,23.8806,335
2,0.36,0.06,0.4051,53563,82,657,0.3945,0.4943,84.3558,-0.3042,7.362,326,-0.4155,-0.4847,88.2175,0.2353,5.136,331
5,0.36,0.06,0.3242,37620,57,657,0.3276,0.5982,69.3252,-0.4438,19.6319,326,-0.3208,-0.5545,70.3927,0.4107,16.9184,331
10,0.36,0.06,0.3726,47160,72,657,0.4034,0.837,66.2577,-0.6162,24.5399,326,-0.3423,-0.6824,67.0695,0.4835,23.8671,331
2,0.36,0.07,0.4057,52613,82,644,0.3938,0.4963,83.9623,-0.3042,7.5472,318,-0.4172,-0.4879,88.0368,0.2353,5.2147,326
5,0.36,0.07,0.3252,37060,58,644,0.3302,0.6027,69.4969,-0.4476,19.8113,318,-0.3202,-0.5563,70.2454,0.4107,17.1779,326
10,0.36,0.07,0.3724,46180,72,644,0.4069,0.849,66.0377,-0.6269,24.5283,318,-0.3387,-0.6848,66.5644,0.4835,24.2331,326
2,0.36,0.08,0.4067,50843,82,620,0.3943,0.4959,84.2444,-0.3042,7.717,311,-0.4192,-0.4927,87.7023,0.2353,5.5016,309
5,0.36,0.08,0.3169,34150,55,620,0.3248,0.6009,69.1318,-0.4476,20.2572,311,-0.3091,-0.5537,69.2557,0.4107,18.123,309
10,0.36,0.08,0.3648,43060,69,620,0.3994,0.8485,65.5949,-0.6269,25.0804,311,-0.3301,-0.6921,65.3722,0.4846,25.2427,309
2,0.36,0.09,0.4086,49223,83,596,0.3944,0.4985,84,-0.3042,8,300,-0.423,-0.4989,87.5,0.2353,5.7432,296
5,0.36,0.09,0.3122,31990,54,596,0.318,0.6029,68.3333,-0.4476,21,300,-0.3064,-0.5574,68.9189,0.4107,18.9189,296
10,0.36,0.09,0.3643,41290,69,596,0.398,0.8546,65.3333,-0.6413,25,300,-0.3301,-0.6964,65.5405,0.4987,25.3378,296
2,0.36,0.1,0.4134,47383,84,564,0.3983,0.5013,84.2105,-0.3091,7.7193,285,-0.4288,-0.5066,87.4552,0.2353,6.0932,279
5,0.36,0.1,0.3165,30990,55,564,0.3246,0.6113,68.4211,-0.4525,20.7018,285,-0.3082,-0.5562,69.5341,0.4212,18.638,279
10,0.36,0.1,0.3707,40170,71,564,0.4077,0.8773,64.9123,-0.6493,24.9123,285,-0.333,-0.6957,65.9498,0.5014,25.0896,279
2,0.36,0.11,0.4139,45623,84,542,0.3979,0.5031,83.9286,-0.3091,7.8571,280,-0.431,-0.5097,87.4046,0.2375,6.1069,262
5,0.36,0.11,0.3151,29560,55,542,0.3286,0.6151,68.5714,-0.4579,20.3571,280,-0.3008,-0.5489,69.4656,0.422,19.084,262
10,0.36,0.11,0.3731,38980,72,542,0.4168,0.8788,65.7143,-0.6522,24.6429,280,-0.3263,-0.6919,65.6489,0.5,25.5725,262
2,0.36,0.12,0.4207,43963,86,510,0.4043,0.5158,83.4615,-0.3091,8.4615,260,-0.4377,-0.5142,88,0.2467,6,250
5,0.36,0.12,0.3214,28770,56,510,0.3362,0.632,68.4615,-0.4648,20.7692,260,-0.306,-0.5563,69.6,0.4413,18.4,250
10,0.36,0.12,0.379,37590,74,510,0.4115,0.8911,65,-0.6507,25.7692,260,-0.3452,-0.7072,66.4,0.5098,24.4,250
2,0.36,0.13,0.4238,41913,87,481,0.4041,0.5159,83.6,-0.3091,8.8,250,-0.4451,-0.5182,88.7446,0.2615,5.6277,231
5,0.36,0.13,0.3301,28400,59,481,0.3384,0.6424,68,-0.4731,20.8,250,-0.3212,-0.5719,69.2641,0.422,17.7489,231
10,0.36,0.13,0.389,36890,77,481,0.4144,0.92,64,-0.6507,26.8,250,-0.3615,-0.7121,67.9654,0.5241,23.3766,231
2,0.36,0.14,0.4322,39903,90,445,0.4078,0.5227,83.3333,-0.325,8.547,234,-0.4593,-0.531,89.0995,0.2636,5.2133,211
5,0.36,0.14,0.34,27590,62,445,0.338,0.6444,68.3761,-0.48,21.3675,234,-0.3422,-0.5918,69.6682,0.4111,17.0616,211
10,0.36,0.14,0.3962,35090,79,445,0.4145,0.9439,63.2479,-0.6569,27.7778,234,-0.3758,-0.7368,68.2464,0.5469,23.2227,211
2,0.36,0.15,0.4312,37353,89,418,0.4014,0.5219,82.5112,-0.325,8.9686,223,-0.4652,-0.5412,88.7179,0.2636,5.641,195
5,0.36,0.15,0.3376,25610,61,418,0.3274,0.6467,67.2646,-0.48,22.4215,223,-0.3492,-0.6074,69.2308,0.4212,16.9231,195
10,0.36,0.15,0.389,32060,77,418,0.4,0.9558,61.8834,-0.6569,29.148,223,-0.3764,-0.7451,68.2051,0.5711,23.0769,195
2,0.36,0.16,0.4314,34603,89,387,0.3991,0.5297,81.25,-0.325,9.6154,208,-0.4688,-0.547,88.2682,0.25,5.5866,179
5,0.36,0.16,0.3382,23790,61,387,0.3274,0.6672,65.8654,-0.4854,23.0769,208,-0.3508,-0.6145,69.2737,0.4467,16.7598,179
10,0.36,0.16,0.3982,30750,79,387,0.4149,0.9775,62.0192,-0.6633,28.8462,208,-0.3788,-0.7694,67.5978,0.5884,24.0223,179
2,0.36,0.17,0.4282,32290,88,365,0.3919,0.5264,80.597,-0.325,9.9502,201,-0.4727,-0.5557,87.8049,0.25,6.0976,164
5,0.36,0.17,0.3364,22240,61,365,0.3149,0.6545,65.6716,-0.4915,23.3831,201,-0.3628,-0.6298,69.5122,0.4393,17.0732,164
10,0.36,0.17,0.3975,28930,79,365,0.4,0.9677,61.6915,-0.6828,28.8557,201,-0.3945,-0.7909,67.0732,0.5575,24.3902,164
2,0.36,0.18,0.4254,29526,88,337,0.3784,0.5179,79.8913,-0.325,10.8696,184,-0.4818,-0.5602,88.2353,0.2375,5.2288,153
5,0.36,0.18,0.3338,20270,60,337,0.3103,0.6583,65.2174,-0.4977,23.913,184,-0.3621,-0.633,69.281,0.4333,17.6471,153
10,0.36,0.18,0.4065,27620,82,337,0.4016,0.9569,63.0435,-0.7275,27.7174,184,-0.4124,-0.8029,67.3203,0.5444,23.5294,153
2,0.36,0.19,0.4275,27530,88,312,0.3804,0.5268,79.2899,-0.35,10.6509,169,-0.4831,-0.5678,87.4126,0.2375,5.5944,143
5,0.36,0.19,0.3353,18900,61,312,0.3036,0.6706,64.497,-0.507,25.4438,169,-0.3727,-0.642,69.9301,0.4542,16.7832,143
10,0.36,0.19,0.4122,26100,84,312,0.3964,0.966,62.7219,-0.7532,27.8107,169,-0.4308,-0.8278,67.8322,0.55,23.7762,143
2,0.36,0.2,0.4308,25970,89,291,0.3816,0.5327,79.1139,-0.35,11.3924,158,-0.4893,-0.5725,87.9699,0.2375,6.015,133
5,0.36,0.2,0.3378,17850,61,291,0.2975,0.686,63.2911,-0.5143,26.5823,158,-0.3857,-0.6564,70.6767,0.4522,17.2932,133
10,0.36,0.2,0.4268,25620,88,291,0.4063,0.9624,63.9241,-0.7674,27.2152,158,-0.4511,-0.8451,68.4211,0.5281,24.0602,133
2,0.36,0.21,0.4298,23480,89,264,0.3779,0.5454,77.2414,-0.35,12.4138,145,-0.4931,-0.5806,87.395,0.2429,5.8824,119
5,0.36,0.21,0.3299,15570,59,264,0.2876,0.7079,61.3793,-0.5325,27.5862,145,-0.3815,-0.6627,69.7479,0.4364,18.4874,119
10,0.36,0.21,0.4205,22740,86,264,0.3945,0.9944,62.069,-0.7878,28.2759,145,-0.4521,-0.8378,68.9076,0.5138,24.3697,119
2,0.36,0.22,0.436,21880,91,241,0.3916,0.5576,78.1955,-0.3687,12.0301,133,-0.4905,-0.5879,86.1111,0.2429,6.4815,108
5,0.36,0.22,0.3253,13880,58,241,0.2932,0.7096,62.406,-0.5686,26.3158,133,-0.3648,-0.6644,67.5926,0.4333,19.4444,108
10,0.36,0.22,0.4158,20420,85,241,0.4008,0.994,63.1579,-0.8389,27.0677,133,-0.4343,-0.8438,67.5926,0.525,25.9259,108
2,0.36,0.23,0.4285,20100,89,227,0.3869,0.5572,78.0488,-0.3687,13.0081,123,-0.4777,-0.5773,85.5769,0.2429,6.7308,104
5,0.36,0.23,0.3159,12430,55,227,0.2789,0.7257,60.1626,-0.5706,27.6423,123,-0.3596,-0.6643,67.3077,0.4333,20.1923,104
10,0.36,0.23,0.411,18910,83,227,0.3805,0.9857,62.6016,-0.8818,26.8293,123,-0.4471,-0.8521,68.2692,0.5385,25,104
2,0.36,0.24,0.4321,18910,90,211,0.3954,0.57,77.6786,-0.3786,12.5,112,-0.4735,-0.5783,84.8485,0.2429,7.0707,99
5,0.36,0.24,0.3227,11990,57,211,0.2786,0.7388,59.8214,-0.5719,28.5714,112,-0.3727,-0.6879,66.6667,0.425,20.202,99
10,0.36,0.24,0.4251,18470,88,211,0.3857,1.0014,62.5,-0.8967,26.7857,112,-0.4697,-0.8809,68.6869,0.5583,24.2424,99
2,0.36,0.25,0.438,18190,91,199,0.4037,0.5816,77.3585,-0.3769,12.2642,106,-0.4772,-0.5795,84.9462,0.2333,6.4516,93
5,0.36,0.25,0.3407,12380,62,199,0.2877,0.7453,60.3774,-0.5733,28.3019,106,-0.4011,-0.7063,68.8172,0.4389,19.3548,93
10,0.36,0.25,0.4412,18380,92,199,0.3896,1.0119,63.2075,-0.9464,26.4151,106,-0.5,-0.9219,68.8172,0.5682,23.6559,93
2,0.36,0.26,0.4435,17030,93,183,0.3999,0.5755,77.0833,-0.3818,11.4583,96,-0.4917,-0.5837,86.2069,0.2,5.7471,87
5,0.36,0.26,0.3596,12420,68,183,0.2958,0.7593,61.4583,-0.6074,28.125,96,-0.4299,-0.7065,71.2644,0.4267,17.2414,87
10,0.36,0.26,0.4503,17400,95,183,0.3677,1.0083,62.5,-0.9692,27.0833,96,-0.5414,-0.9426,70.1149,0.5474,21.8391,87
2,0.36,0.27,0.4604,16287,98,166,0.4266,0.5822,79.0698,-0.3625,9.3023,86,-0.4967,-0.579,87.5,0.2,5,80
5,0.36,0.27,0.3892,12740,77,166,0.3291,0.8,61.6279,-0.5875,27.907,86,-0.4538,-0.7121,72.5,0.4167,15,80
10,0.36,0.27,0.4675,16640,100,166,0.3907,1.0236,63.9535,-0.9458,27.907,86,-0.55,-0.9607,70,0.5765,21.25,80
2,0.36,0.28,0.4726,15877,102,156,0.4356,0.5894,79.7619,-0.3625,9.5238,84,-0.5157,-0.6118,86.1111,0.2,5.5556,72
5,0.36,0.28,0.3859,11820,76,156,0.319,0.7788,61.9048,-0.5957,27.381,84,-0.4639,-0.7346,72.2222,0.4364,15.2778,72
10,0.36,0.28,0.4647,15510,99,156,0.3714,0.9944,64.2857,-0.9783,27.381,84,-0.5736,-1.0265,68.0556,0.5625,22.2222,72
2,0.36,0.29,0.4924,15297,108,142,0.4643,0.6046,82.8947,-0.4,9.2105,76,-0.5247,-0.6109,87.8788,0.2,6.0606,66
5,0.36,0.29,0.4007,11390,80,142,0.3382,0.8085,61.8421,-0.615,26.3158,76,-0.4727,-0.7532,71.2121,0.42,15.1515,66
10,0.36,0.29,0.4599,13910,98,142,0.375,1.0851,61.8421,-0.9783,30.2632,76,-0.5576,-1.025,66.6667,0.5533,22.7273,66
2,0.36,0.3,0.4979,14327,109,131,0.4607,0.6051,82.6087,-0.45,8.6957,69,-0.5392,-0.6206,88.7097,0.2333,4.8387,62
5,0.36,0.3,0.4122,10960,84,131,0.3464,0.8571,60.8696,-0.6368,27.5362,69,-0.4855,-0.7795,70.9677,0.42,16.129,62
10,0.36,0.3,0.4863,13870,106,131,0.4174,1.0955,63.7681,-1.0211,27.5362,69,-0.5629,-1.0537,66.129,0.5533,24.1935,62
2,0.36,0.31,0.5002,12767,110,116,0.4556,0.6222,80.3279,-0.45,9.8361,61,-0.5497,-0.6444,87.2727,0.2333,5.4545,55
5,0.36,0.31,0.3879,8860,76,116,0.3016,0.825,59.0164,-0.6647,27.8689,61,-0.4836,-0.7795,70.9091,0.475,14.5455,55
10,0.36,0.31,0.4888,12370,107,116,0.4344,1.1289,62.2951,-0.9647,27.8689,61,-0.5491,-1.0243,67.2727,0.5923,23.6364,55
2,0.36,0.32,0.4975,12127,109,111,0.4581,0.6289,80,-0.45,10,60,-0.5438,-0.6462,86.2745,0.2333,5.8824,51
5,0.36,0.32,0.3955,8730,79,111,0.32,0.825,60,-0.6562,26.6667,60,-0.4843,-0.7917,70.5882,0.475,15.6863,51
10,0.36,0.32,0.4973,12120,109,111,0.435,1.1486,61.6667,-0.9647,28.3333,60,-0.5706,-1.0371,68.6275,0.6545,21.5686,51
2,0.36,0.33,0.4902,11133,107,104,0.439,0.6243,78.1818,-0.45,10.9091,55,-0.5476,-0.6555,85.7143,0.2333,6.1224,49
5,0.36,0.33,0.3894,7990,77,104,0.2836,0.8419,56.3636,-0.6562,29.0909,55,-0.5082,-0.8086,71.4286,0.4857,14.2857,49
10,0.36,0.33,0.4808,10840,104,104,0.3764,1.1242,60,-0.9647,30.9091,55,-0.598,-1.0559,69.3878,0.66,20.4082,49
2,0.36,0.34,0.5095,10383,113,92,0.4458,0.6216,79.5918,-0.6,8.1633,49,-0.5822,-0.6719,88.3721,0.25,4.6512,43
5,0.36,0.34,0.3641,6370,69,92,0.2041,0.7593,55.102,-0.6562,32.6531,49,-0.5465,-0.8125,74.4186,0.5,11.6279,43
10,0.36,0.34,0.513,10480,114,92,0.3878,1.13,61.2245,-0.9933,30.6122,49,-0.6558,-1.0903,72.093,0.7,18.6047,43
2,0.36,0.35,0.4997,9453,110,86,0.4307,0.612,78.7234,-0.6,8.5106,47,-0.5829,-0.6833,87.1795,0.25,5.1282,39
5,0.36,0.35,0.3442,5440,63,86,0.183,0.764,53.1915,-0.6562,34.0426,47,-0.5385,-0.8393,71.7949,0.5,12.8205,39
10,0.36,0.35,0.5023,9520,111,86,0.3617,1.1393,59.5745,-0.9933,31.9149,47,-0.6718,-1.1,71.7949,0.6571,17.9487,39
2,0.36,0.36,0.511,9063,113,80,0.4225,0.6104,78.5714,-0.6,9.5238,42,-0.6088,-0.6833,89.4737,0.1,2.6316,38
5,0.36,0.36,0.3388,4930,62,80,0.131,0.7,52.381,-0.66,35.7143,42,-0.5684,-0.8393,73.6842,0.475,10.5263,38
10,0.36,0.36,0.4888,8530,107,80,0.3262,1.0154,61.9048,-1.0583,28.5714,42,-0.6684,-1.1111,71.0526,0.6571,18.4211,38
2,0.36,0.37,0.5153,8480,115,74,0.4053,0.5933,78.9474,-0.6,10.5263,38,-0.6315,-0.6919,91.6667,0.1,2.7778,36
5,0.36,0.37,0.3216,4180,56,74,0.0553,0.6667,47.3684,-0.66,39.4737,38,-0.6028,-0.8393,77.7778,0.6,8.3333,36
10,0.36,0.37,0.4568,7180,97,74,0.2079,0.9364,57.8947,-1.0583,31.5789,38,-0.7194,-1.1462,72.2222,0.65,16.6667,36
2,0.36,0.38,0.5358,8210,121,68,0.4167,0.6,80.5556,-0.6,11.1111,36,-0.6698,-0.7425,90.625,0.1,3.125,32
5,0.36,0.38,0.3221,3850,57,68,0.0444,0.7188,44.4444,-0.66,41.6667,36,-0.6344,-0.8346,81.25,0.7,6.25,32
10,0.36,0.38,0.45,6460,95,68,0.2028,0.9524,58.3333,-1.0583,33.3333,36,-0.7281,-1.1565,71.875,0.66,15.625,32
2,0.36,0.39,0.5353,7960,121,66,0.4171,0.6071,80,-0.6,11.4286,35,-0.6688,-0.744,90.3226,0.1,3.2258,31
5,0.36,0.39,0.3258,3810,58,66,0.0571,0.7188,45.7143,-0.6786,40,35,-0.629,-0.836,80.6452,0.7,6.4516,31
10,0.36,0.39,0.4333,5940,90,66,0.1971,0.98,57.1429,-1.0583,34.2857,35,-0.7,-1.1364,70.9677,0.66,16.129,31
2,0.37,0.05,0.415,47910,84,567,0.4085,0.5084,84.2294,-0.2895,6.81,279,-0.4213,-0.493,87.8472,0.2267,5.2083,288
5,0.37,0.05,0.3226,32190,57,567,0.3427,0.6186,69.5341,-0.4136,21.147,279,-0.3031,-0.5545,68.75,0.4245,18.4028,288
10,0.37,0.05,0.364,39240,69,567,0.3996,0.8292,66.3082,-0.6072,24.7312,279,-0.3295,-0.6766,66.6667,0.493,24.6528,288
2,0.37,0.06,0.4158,47790,85,564,0.4085,0.5084,84.2294,-0.2895,6.81,279,-0.4229,-0.4918,88.4211,0.2267,5.2632,285
5,0.37,0.06,0.3225,32010,57,564,0.3427,0.6186,69.5341,-0.4136,21.147,279,-0.3028,-0.5551,68.7719,0.4245,18.5965,285
10,0.37,0.06,0.3628,38820,69,564,0.3996,0.8292,66.3082,-0.6072,24.7312,279,-0.3267,-0.6778,66.3158,0.493,24.9123,285
2,0.37,0.07,0.4165,46890,85,552,0.408,0.5114,83.7638,-0.2895,7.0111,271,-0.4246,-0.4948,88.2562,0.2267,5.3381,281
5,0.37,0.07,0.3237,31530,57,552,0.3461,0.6243,69.7417,-0.4172,21.4022,271,-0.3021,-0.5565,68.6833,0.4245,18.8612,281
10,0.37,0.07,0.3627,37980,69,552,0.4037,0.843,66.0517,-0.6194,24.7232,271,-0.3231,-0.68,65.8363,0.493,25.2669,281
2,0.37,0.08,0.4174,45160,85,530,0.409,0.5112,84.0909,-0.2895,7.197,264,-0.4256,-0.4984,87.9699,0.2267,5.6391,266
5,0.37,0.08,0.3132,28600,54,530,0.3402,0.623,69.3182,-0.4172,21.9697,264,-0.2865,-0.5514,67.2932,0.4245,19.9248,266
10,0.37,0.08,0.3532,34960,66,530,0.3947,0.8422,65.5303,-0.6194,25.3788,264,-0.312,-0.6877,64.2857,0.4943,26.3158,266
2,0.37,0.09,0.4203,43730,86,508,0.4101,0.5144,83.9216,-0.2895,7.451,255,-0.4305,-0.506,87.747,0.2267,5.9289,253
5,0.37,0.09,0.3087,26720,53,508,0.3349,0.6263,68.6275,-0.4172,22.7451,255,-0.2822,-0.5556,66.7984,0.4245,20.9486,253
10,0.37,0.09,0.3555,33860,67,508,0.3996,0.8539,65.4902,-0.6359,25.098,255,-0.3111,-0.6926,64.4269,0.5104,26.4822,253
2,0.37,0.1,0.4262,42260,88,481,0.4156,0.5175,84.2975,-0.2941,7.0248,242,-0.4369,-0.5134,87.8661,0.2267,6.2762,239
5,0.37,0.1,0.3148,26180,54,481,0.3434,0.6335,69.0083,-0.4204,22.314,242,-0.2858,-0.5571,67.364,0.4367,20.5021,239
10,0.37,0.1,0.3624,33050,69,481,0.4107,0.8741,65.2893,-0.645,24.7934,242,-0.3134,-0.6916,64.8536,0.5127,26.3598,239
2,0.37,0.11,0.4271,40980,88,465,0.4162,0.5192,84.1667,-0.2941,7.0833,240,-0.4388,-0.5184,87.5556,0.2267,6.6667,225
5,0.37,0.11,0.3163,25530,55,465,0.3458,0.6355,69.1667,-0.4245,22.0833,240,-0.2849,-0.5572,67.5556,0.4383,20.8889,225
10,0.37,0.11,0.3637,32130,69,465,0.4142,0.8741,65.8333,-0.645,25,240,-0.3098,-0.6877,64.8889,0.5117,26.6667,225
2,0.37,0.12,0.4347,39600,90,438,0.4249,0.5329,83.9286,-0.2941,7.5893,224,-0.445,-0.5241,87.8505,0.2357,6.5421,214
5,0.37,0.12,0.3253,25230,58,438,0.3576,0.6513,69.6429,-0.43,22.3214,224,-0.2916,-0.5669,67.757,0.4605,20.0935,214
10,0.37,0.12,0.3703,31140,71,438,0.4125,0.8884,65.1786,-0.6431,25.8929,224,-0.3262,-0.7057,65.4206,0.5273,25.7009,214
2,0.37,0.13,0.4397,37770,92,411,0.4255,0.533,84.186,-0.2941,7.907,215,-0.4552,-0.53,88.7755,0.25,6.1224,196
5,0.37,0.13,0.3358,24960,61,411,0.3605,0.6611,69.3023,-0.4375,22.3256,215,-0.3087,-0.5856,67.3469,0.4421,19.3878,196
10,0.37,0.13,0.381,30540,74,411,0.4158,0.9181,64.186,-0.6431,26.9767,215,-0.3429,-0.7076,67.3469,0.5458,24.4898,196
2,0.37,0.14,0.4496,35960,95,379,0.4304,0.5403,84,-0.3133,7.5,200,-0.4711,-0.5426,89.3855,0.25,5.5866,179
5,0.37,0.14,0.348,24410,64,379,0.36,0.6647,69.5,-0.4435,23,200,-0.3346,-0.6082,68.1564,0.4333,18.4358,179
10,0.37,0.14,0.3879,28940,76,379,0.4135,0.946,63,-0.6404,28.5,200,-0.3592,-0.7442,67.0391,0.5682,24.581,179
2,0.37,0.15,0.4489,33890,95,358,0.4233,0.5374,83.3333,-0.3133,7.8125,192,-0.4784,-0.5535,89.1566,0.25,6.0241,166
5,0.37,0.15,0.343,22520,63,358,0.3469,0.6641,68.2292,-0.4435,23.9583,192,-0.3386,-0.6232,67.4699,0.4387,18.6747,166
10,0.37,0.15,0.3821,26720,75,358,0.4031,0.9571,61.9792,-0.6404,29.6875,192,-0.3578,-0.7514,66.8675,0.5854,24.6988,166
2,0.37,0.16,0.4482,31360,94,332,0.4231,0.5455,82.3204,-0.3133,8.2873,181,-0.4783,-0.5618,88.0795,0.25,6.6225,151
5,0.37,0.16,0.3452,21100,64,332,0.3508,0.682,67.4033,-0.4477,24.3094,181,-0.3384,-0.6294,67.5497,0.4679,18.543,151
10,0.37,0.16,0.3934,25900,78,332,0.4238,0.9675,62.9834,-0.6462,28.7293,181,-0.357,-0.775,66.2252,0.6051,25.8278,151
2,0.37,0.17,0.447,29640,94,315,0.4185,0.5433,81.9209,-0.3133,8.4746,177,-0.4835,-0.5721,87.6812,0.25,7.2464,138
5,0.37,0.17,0.3479,20280,64,315,0.3441,0.6773,67.2316,-0.4477,24.8588,177,-0.3529,-0.6457,68.1159,0.4615,18.8406,138
10,0.37,0.17,0.4029,25470,81,315,0.4232,0.967,63.2768,-0.668,28.2486,177,-0.3768,-0.7978,65.942,0.5722,26.087,138
2,0.37,0.18,0.4449,27196,93,291,0.407,0.5341,81.5951,-0.3133,9.2025,163,-0.4931,-0.5754,88.2812,0.2375,6.25,128
5,0.37,0.18,0.346,18570,64,291,0.3436,0.6773,67.4847,-0.4512,25.1534,163,-0.3492,-0.6448,67.9688,0.456,19.5312,128
10,0.37,0.18,0.4134,24450,84,291,0.4319,0.9575,65.0307,-0.7068,26.9939,163,-0.3898,-0.8131,65.625,0.5576,25.7812,128
2,0.37,0.19,0.4473,25430,94,270,0.4093,0.5401,81.3333,-0.3462,8.6667,150,-0.4948,-0.5836,87.5,0.2375,6.6667,120
5,0.37,0.19,0.3437,17040,63,270,0.3347,0.6929,66,-0.46,26.6667,150,-0.355,-0.6512,68.3333,0.4696,19.1667,120
10,0.37,0.19,0.413,22650,84,270,0.4167,0.9677,64,-0.7238,28,150,-0.4083,-0.8418,65.8333,0.5645,25.8333,120
2,0.37,0.2,0.4505,24070,95,253,0.4113,0.5446,81.4286,-0.3462,9.2857,140,-0.4989,-0.5887,87.6106,0.2375,7.0796,113
5,0.37,0.2,0.3447,16040,63,253,0.3286,0.7055,65,-0.4667,27.8571,140,-0.3646,-0.6688,68.1416,0.4682,19.469,113
10,0.37,0.2,0.4265,22250,88,253,0.4221,0.9637,65,-0.7333,27.8571,140,-0.4319,-0.86,66.3717,0.5414,25.6637,113
2,0.37,0.21,0.4501,21760,95,229,0.4085,0.5568,79.6875,-0.3462,10.1562,128,-0.5027,-0.5963,87.1287,0.2429,6.9307,101
5,0.37,0.21,0.3362,13940,61,229,0.3203,0.7272,63.2812,-0.4838,28.9062,128,-0.3564,-0.6691,67.3267,0.4524,20.7921,101
10,0.37,0.21,0.4201,19700,86,229,0.4133,0.9975,63.2812,-0.7541,28.9062,128,-0.4287,-0.8507,66.3366,0.5269,25.7426,101
2,0.37,0.22,0.458,20260,97,208,0.4255,0.5672,81.1966,-0.3727,9.4017,117,-0.4998,-0.6048,85.7143,0.2429,7.6923,91
5,0.37,0.22,0.3303,12290,59,208,0.3282,0.7224,64.9573,-0.5156,27.3504,117,-0.333,-0.6661,64.8352,0.45,21.978,91
10,0.37,0.22,0.4154,17600,85,208,0.4256,0.9947,64.9573,-0.8062,27.3504,117,-0.4022,-0.8492,64.8352,0.54,27.4725,91
2,0.37,0.23,0.4485,18440,95,195,0.4193,0.5677,80.5556,-0.3727,10.1852,108,-0.4848,-0.5929,85.0575,0.2429,8.046,87
5,0.37,0.23,0.3195,10890,56,195,0.3148,0.7353,62.963,-0.5161,28.7037,108,-0.3253,-0.6661,64.3678,0.45,22.9885,87
10,0.37,0.23,0.4144,16440,84,195,0.413,0.99,64.8148,-0.8517,26.8519,108,-0.4161,-0.8596,65.5172,0.5565,26.4368,87
2,0.37,0.24,0.4523,17510,96,183,0.4299,0.5824,80,-0.36,10,100,-0.4792,-0.5925,84.3373,0.2429,8.4337,83
5,0.37,0.24,0.3257,10560,58,183,0.316,0.7381,63,-0.5138,29,100,-0.3373,-0.6868,63.8554,0.4421,22.8916,83
10,0.37,0.24,0.4251,16020,88,183,0.414,0.9938,65,-0.8593,27,100,-0.4386,-0.8836,66.2651,0.581,25.3012,83
2,0.37,0.25,0.4556,16630,97,172,0.4325,0.5958,78.9474,-0.36,10.5263,95,-0.4841,-0.595,84.4156,0.2333,7.7922,77
5,0.37,0.25,0.339,10610,62,172,0.3147,0.745,63.1579,-0.5286,29.4737,95,-0.3688,-0.7098,66.2338,0.4588,22.0779,77
